# threshold=0.001
# window=5
x0,x1,x2,x3,y,convergence_iter
0.1914470844571281,0.03819337135150802,0.6074178108720669,0.4145841369758819,64.443439863301,0
0.7586529492430261,0.5365177380716337,0.6560003817255494,0.36034155302921755,18.30137959857266,0
0.43834987265310876,0.8043397048222797,0.21024526639869967,0.15129481609432094,0.1129397953712203,0
0.7060508340594309,0.5341919611519633,0.2642433451718953,0.48208754903709394,4.210898128938665,0
0.8364779930351233,0.19360964686178006,0.6638926969585176,0.7856488828898288,258.3705254462536,0
0.6834322498676915,0.11866264178849073,0.8290459096967396,0.5675766059352313,78.43438888779464,0
0.553621479516824,0.6673499787364745,0.3238058191550842,0.8148697537245304,57.57153693261287,0
0.35235626946595233,0.32224153197183136,0.11697936758857319,0.4731125215557709,109.5718755614928,0
0.15378570594381347,0.7293816904129607,0.4225984366784806,0.4430741656488165,8.847991759070865,0
0.46344226738528294,0.630024510146729,0.10790645581865044,0.957643898670113,233.22361017104996,0
0.6774911484129013,0.3585095065455117,0.47959222446529515,0.07288048110014078,24.423088313942344,0
0.5839734124984879,0.1472426461525712,0.34809746209352754,0.4286146510285499,64.42014681963983,0
0.3068887187315784,0.3168781265532129,0.6226344812966896,0.09539905810631732,63.47671578508436,0
0.5111417749497505,0.8179569972191587,0.7287104181315311,0.1123536230961304,79.72912992694343,0
0.4389333758453766,0.7740917616539319,0.37816708638741714,0.933696206815422,355.8068177560159,0
0.22418902330288348,0.8464804904862864,0.8794841797090803,0.8785156842249731,1088.8596181962705,0
0.7252617231526987,0.47987048629522777,0.08894684260658514,0.7597602201100938,28.866751637393822,0
0.35548160950061236,0.639619366711706,0.41761767886414536,0.12260383967133603,45.181570346703786,0
0.11987922582428101,0.8625403059525095,0.6433313263318788,0.8498038287021323,431.6127567592104,0
0.12688467007850324,0.15342962125134962,0.770162187580243,0.19051810509577394,9.972331894593824,0
0.37454,0.950714,0.731994,0.598658,437.2942775168421,0
0.608145,0.136893,0.454197,0.808606,14.795219327528725,0
0.224189,0.84648,0.879484,0.878516,1088.8581918803375,0
0.258008,0.925806,0.879484,0.957644,2047.0685348661082,0
0.274937,0.803879,0.952871,0.996928,2181.0684110226225,0
0.701628,0.298494,0.517804,0.511965,4.027140129324265,0
0.071846,0.99024,0.96578,0.979771,3624.9574088189884,0
0.0,1.0,1.0,1.0,4440.5225,0
0.0,0.9651620104080431,1.0,1.0,4331.556348520718,0
0.0,1.0,0.9627937494351984,1.0,4229.156428204818,0
0.0,1.0,1.0,1.0,4440.522496685213,0
0.0,1.0,1.0,1.0,4440.522497077385,0
0.0,1.0,1.0,1.0,4440.522497382015,0
0.0,1.0,1.0,1.0,4440.522497617231,0
0.0,1.0,1.0,1.0,4440.522497804102,0
0.0,1.0,1.0,1.0,4440.522497950266,1
0.0,1.0,1.0,1.0,4440.522498069075,2
0.0,0.6925347727331959,1.0,1.0,3168.0764089436298,3
0.0,1.0,1.0,1.0,4440.522498285808,4
0.0,1.0,1.0,1.0,4440.52249839656,5
0.0,1.0,1.0,1.0,4440.522498488302,6
0.7217582571174774,0.7770107622096489,0.748201042078101,1.0,1622.0820064974457,7
0.0,1.0,1.0,1.0,4440.522498611424,8
0.0,1.0,1.0,1.0,4440.52249867766,9
0.947553007320949,0.9088179657858015,0.730774625073879,0.9768788126856817,2227.486102859752,10
0.0,1.0,1.0,1.0,4440.522498771589,11
0.8548908310215265,0.9756958335389184,0.8842665461023457,0.7021894351658057,1874.3587732153094,12
0.0,1.0,1.0,1.0,4440.522498856586,13
1.0,1.0,0.5615882754091899,0.7985756708906502,2084.776598719623,14
0.0,1.0,1.0,1.0,4440.522498934108,15
0.0,1.0,1.0,1.0,4440.522498971775,16
0.0,1.0,1.0,1.0,4440.522499003862,17
0.7780312941075772,1.0,0.97876410095738,0.9866191294357614,2779.7046034044897,18
0.0,1.0,1.0,1.0,4440.522499080051,19
0.0,1.0,1.0,1.0,4440.522499103028,20
0.0,1.0,1.0,1.0,4440.522499120426,21
0.0,1.0,1.0,1.0,4440.522499136439,22
0.0,1.0,1.0,0.9722881845480583,4221.374869540988,23
