# threshold=0.001
# window=5
x0,x1,x2,y,convergence_iter
0.1715252068810621,0.3439168702758373,0.2487372010692387,-0.11212220046256897,0
0.2421144606124933,0.6440742697791076,0.27243280919945523,-0.08796286022736445,0
0.5349057202251034,0.39850091536763166,0.17338872894567725,-0.111414654295324,0
0.49258141463713434,0.6115931882759961,0.3401763860035727,-0.034835313350078584,0
0.13462166632061112,0.2199172404897456,0.45820621964922703,-0.04800758439218157,0
0.3455232705197697,0.9413598305723256,0.2693634790694064,-0.11062091307282658,0
0.151836632374168,0.43999061896644376,0.990881866558951,-0.3989255131463011,0
0.6455028351793182,0.3971429395797703,0.9197713377032198,-0.11386851478863991,0
0.7469119451655177,0.28419630922573424,0.22629985488752546,-0.13146060864136055,0
0.17047699396968063,0.697032400686134,0.14916943370830027,-0.09418956091057398,0
0.2205493370831766,0.2978252442230862,0.34355534441672586,-0.04694740582651916,0
0.6660136587669346,0.6719851513369297,0.2462952966705313,-0.10596503573558178,0
0.046808949722497384,0.2313602407834674,0.7706175921643,-0.11804825644688696,0
0.6000972824185008,0.7251357252228826,0.06608864149534865,-0.036377828071632486,0
0.9659948489488087,0.8611196897300882,0.5668291312870885,-0.05675837155397648,0
0.511508,0.325146,0.379547,-0.036355304218460616,0
0.624245,0.12209,0.649638,-0.1325982373185318,0
0.103448,0.310345,0.655172,-0.10496959234635765,0
0.961652,0.050285,0.098238,-0.12059359269141365,0
0.997172,0.018252,0.743186,-0.19369732460525266,0
0.103448,0.103448,0.103448,-0.09900479519096553,0
0.021216,0.186651,0.953626,-0.25818607414915357,0
0.619828,0.685527,0.375978,-0.019024187137242517,0
0.6938444280586082,0.7934634261681552,0.4375669188358055,-0.02150247627980395,0
0.5369983509952388,0.810951172832874,0.39968339314075163,-0.01703028862695599,0
0.5401908125122487,0.7007385899640375,0.4017194776639807,-0.016432651014121058,0
0.3518273520482885,0.8091141282399335,0.42584351825008776,-0.019170063534615478,0
0.5576530793221509,0.7914303164122628,0.4854516316431752,-0.033788770220980036,0
0.508032306442408,0.7065607456705622,0.40754348886727587,-0.016752128224305274,0
0.4646910650259642,0.7143188193461353,0.393622402234826,-0.01643193821389799,0
0.39643470794175184,0.6058211667056906,0.4135696513927552,-0.01946353334529216,0
0.3468959052741371,0.7488841233886163,0.40173834441651723,-0.016342507434751852,0
0.28297559035928305,0.8152618329294062,0.38225050558204493,-0.01930224318355167,0
0.2857006303222895,0.7142783019637194,0.39918693714373277,-0.0163010982697831,0
0.2222227823704614,0.6391263093550024,0.38093278607657755,-0.018933992248636677,0
0.41036012538841926,0.7357955224132386,0.39900979997692326,-0.016263441848762605,0
0.48637239219577977,0.6494485282341618,0.3938111253142107,-0.01707379666228892,0
0.32137866040036744,0.7104596816893329,0.40626559977764787,-0.016568082916387228,0
0.43577892128779766,0.6986929997828412,0.4009342362061646,-0.016340266798243297,0
0.42781745541870886,0.7158619808192803,0.39836676203911403,-0.01628067310483705,0
0.579863573701989,0.757585476667367,0.39505909070673895,-0.016574861432993693,1
0.3623817959942671,0.7335787620373025,0.3997402405915173,-0.01626665246593828,2
0.49919460714617536,0.7691751474286663,0.4051122073457238,-0.016581681006485605,3
0.3718317965981932,0.7323353046459593,0.39464617473846164,-0.016397641022099396,4
0.3543293994662975,0.7104530411182292,0.39637641025528814,-0.01632543596837932,5
0.42740365979805295,0.7296745001061568,0.40087925423157955,-0.016276199462180285,6
0.4855248428138248,0.7146693020783512,0.39752476927501457,-0.01630279111762034,7
0.37861112849550155,0.72029648154191,0.3983548675465657,-0.016265480981084268,8
0.41078155071558026,0.7301831879493166,0.4005580601314652,-0.01626983047667996,9
0.3688852027295122,0.7218440681328755,0.4014502950852835,-0.01628657251715193,10
0.3831504415993404,0.7307094317400806,0.39968332602689133,-0.016263715606045004,11
0.4322370841381282,0.7203343187585907,0.40072761284168806,-0.016278526605713717,12
0.32435485065342357,0.734075029490208,0.4001521179850311,-0.01628242206955699,13
