# threshold=0.001
# window=5
x0,x1,y,convergence_iter
0.6657995800131589,0.12396912767534907,0.5389961189269181,0
0.8777909889953304,0.7786275008473289,0.42058623962798264,0
0.14269907423594608,0.34900513057320015,-0.06562362443733738,0
0.8452754286767249,0.7111202665952655,0.293992912410866,0
0.45464714105124415,0.2904551797740609,0.2149645101004509,0
0.5777128444074784,0.7719731841154063,0.023105549798190586,0
0.4381660616117107,0.6850182567997548,0.24461934400448035,0
0.34174959302885033,0.028697719822277867,0.0387490151561584,0
0.33864815688701766,0.21386724563864368,-0.013857618149729824,0
0.7026365569244406,0.9265641975455574,0.6112052157614438,0
0.566581,0.045364,-0.005287521042158178,0
0.723782,0.206887,0.45667613913307886,0
0.702637,0.926564,0.6840853188300118,0
0.010819,0.996021,0.012714282619145624,0
0.999067,0.028224,-0.04623472328704182,0
0.702637,0.926564,0.5936452130944241,0
0.702637,0.926564,0.5894218445036916,0
0.691693,0.080155,0.733438520174536,0
0.24102546602601171,0.6832635188254582,0.2697059213293772,0
0.9226679093917808,0.3242007668674971,0.3430081214410598,0
0.07290456860493344,0.033855308949012786,0.14306693376266913,0
0.7893608793289434,0.9976383016872109,0.20258679533575652,0
0.2806565896468637,0.9332494431488504,0.18075616950289525,0
0.5085306528140384,0.7116366802051913,0.12801055525192695,0
0.6526107187898376,0.9281190832988438,0.4520029229936394,0
0.39580474196481563,0.9800053677522806,0.18437203316375386,0
0.2003001622397529,0.09487316415022329,0.14503905912556034,0
0.7400506176051982,0.7595511245926947,0.3689640331881169,0
0.6399783607447763,0.05286046211631423,0.34639465003441017,0
0.9390854230359551,0.9429598278076269,0.25416102847086314,0
0.8402993848438767,0.04114915781612305,0.29078305402424226,0
0.7555197321565598,0.017620777182305036,0.2725990926891053,0
0.2473708929574966,0.008047276725156371,0.2663014143260165,0
0.8927490714121202,0.01052816230123832,0.41781515129641866,0
0.6280423916953066,0.9897207285392446,0.23504977363101343,0
0.41487721459919813,0.012447237979847925,0.22490615667177563,0
0.04824911076282279,0.9027468166506515,0.11071856139880248,0
0.09445528327870778,0.8420373587629961,0.08845120893381414,0
0.943396759919458,0.010901906780612314,0.2228005451181859,0
0.21980626223902155,0.9754034413957456,0.22835071199590715,0
0.804073134999335,0.02749870798386378,0.2040498452340901,0
0.4744780999518391,0.9803024886264837,0.19637303127243574,0
0.2693796564200285,0.03133572307922883,0.22038571450508052,0
0.47758552427393486,0.08222242240329702,0.18629244604382436,0
0.00023874991298833415,0.15709060295287636,0.01464136994227705,0
0.6271921926796077,0.08580110892986648,0.22820107342697105,0
0.9616698105906576,0.9780581758027562,0.11038039990058293,0
0.8201991697056432,0.9829592674436383,0.2356461120935809,0
