# threshold=0.001
# window=5
x0,x1,x2,x3,x4,y,convergence_iter
0.7281861047460138,0.1546925696237983,0.7325516687239811,0.6939965090690888,0.056401310518258585,-0.7142649478202404,0
0.24238434723790758,0.8440999723462298,0.5778090988182423,0.6790212842838805,0.5019528879463457,-1.2099552446764819,0
0.7295226100931684,0.7481062003003915,0.6797746408949024,0.3565522793389573,0.6710536834597941,-1.6721999396105658,0
0.770620241725545,0.11440374416322774,0.0467799318531783,0.6483242845395736,0.2735490526883131,-1.5360577085694833,0
0.6188122987341569,0.33180213718420826,0.18728786777392725,0.756238474019041,0.3288347983365967,-0.8292365522578722,0
0.7849580941321159,0.9106823491056887,0.7081201035127033,0.9592254289504146,0.004911495864404647,-1.2470489267904978,0
0.14511078573766278,0.8966845977360148,0.8963222346125226,0.7262715366744776,0.23627199091209328,-1.2337863805718483,0
0.9450690681186655,0.28845905059517574,0.9788057635601997,0.9616555869902994,0.5980159363909763,-1.6943434420704928,0
0.12572015503019873,0.8627246921598651,0.028544332231059788,0.24660527193052817,0.7512062409044311,-2.5711696316081234,0
0.7575943553544202,0.35583141491553005,0.01652289968556364,0.43420720498662724,0.1124330443582503,-1.309116352823696,0
0.5367969034860786,0.30878090723949325,0.41187928506492233,0.388225176718074,0.5225283039122706,-1.1447848512705794,0
0.9577396688833609,0.23566857232470817,0.09914584955722228,0.1568059338564619,0.07131737310621111,-1.9126771431925136,0
0.6293078953337721,0.803483678101385,0.8114084389735914,0.045613185779449616,0.11062446198967957,-1.622838951777173,0
0.021735307663796388,0.42808424031907244,0.8359394371193622,0.48948865944643416,0.511081734720247,-1.3566821093823407,0
0.4393442638884286,0.6989238329035616,0.4268202222118266,0.10947608505219697,0.8778884681100685,-2.018425399374782,0
0.2589055738489062,0.7936777082611537,0.6421139049230902,0.19667346401384578,0.593103176750458,-1.7025578405650035,0
0.4321659328846983,0.7156178127534056,0.3418191030223866,0.7049998807959096,0.6149618447218453,-1.2942469649550403,0
0.7828798232609253,0.5363358585071114,0.4432835567472584,0.8596998258165416,0.010325990675527863,-0.9357565553342914,0
0.9217761980413874,0.9318712161635005,0.41487636976457365,0.5950572655783101,0.7356256864317131,-2.1557677641786004,0
0.12667891706137568,0.29147030149847064,0.06452847667069161,0.6805146028541535,0.892819191058788,-1.7468820870493065,0
0.950533,0.022066,0.982521,0.086132,0.814387,-2.5452938659065287,0
0.035314,0.958363,0.652373,0.898668,0.361383,-1.3637210586633173,0
0.728186,0.154693,0.732552,0.693997,0.056401,-0.7148875967826019,0
0.097024,0.177365,0.70421,0.998443,0.01298,-0.9200194534923555,0
0.800599,0.033663,0.962069,0.962299,0.009327,-1.2942378799212513,0
0.728186,0.154693,0.732552,0.693997,0.056401,-0.7315844878483176,0
0.450527,0.380067,0.543016,0.810173,0.129016,-0.1709779486538347,0
0.429196,0.261639,0.536796,0.81513,0.041502,-0.32302752359922915,0
0.446483,0.441671,0.817639,0.863743,0.203564,-0.4170180060301857,0
0.505645,0.246502,0.557096,1.0,0.209528,-0.5974534311000154,0
0.458673,0.350278,0.666463,0.725446,0.0,-0.14520944279938075,0
0.495229,0.390783,0.519334,0.784813,0.0,-0.3594757976895934,0
0.3235113853500381,0.38417176597654534,0.6337592158436288,0.6339143551571772,0.025560129976249037,-0.4220188768109594,0
0.42764665203433927,0.37343166633984676,0.6718002907242921,0.6292408454259873,0.0,-0.17234076657603503,0
0.38818949645449374,0.3739544005404331,0.6074159785065273,0.7084546101626557,0.0,-0.27096959943475984,0
0.45154271198707774,0.2039346249686963,0.6423987992801706,0.7009942327183427,0.0,-0.3123480157213574,0
0.5520625086398646,0.3571120445841744,0.63217671300419,0.6556982001842502,0.0057197525869944945,-0.4085464546374511,0
0.4368866890815906,0.3353613774732852,0.8010093386823911,0.7919698589760258,0.0,-0.21693982347219132,0
0.3801931165086093,0.2298689344848303,0.6604413270521126,0.6718676690313117,0.005218880409103581,-0.32558376340088935,0
0.43018788400137215,0.4227515184809016,0.6527660226424852,0.7234409985019644,0.0,-0.20902202817446724,0
0.46175348382443615,0.39178539592448336,0.6794129957351778,0.6170970044024875,0.0,-0.17863219929113416,0
0.45785385894797853,0.3068547743431681,0.6811126083645754,0.648365350473453,0.009353957344552513,-0.2075947826641693,0
