# threshold=0.001
# window=5
x0,x1,x2,x3,y,convergence_iter
0.1914470844571281,0.03819337135150802,0.6074178108720669,0.4145841369758819,64.443439863301,0
0.7586529492430261,0.5365177380716337,0.6560003817255494,0.36034155302921755,18.30137959857266,0
0.43834987265310876,0.8043397048222797,0.21024526639869967,0.15129481609432094,0.1129397953712203,0
0.7060508340594309,0.5341919611519633,0.2642433451718953,0.48208754903709394,4.210898128938665,0
0.8364779930351233,0.19360964686178006,0.6638926969585176,0.7856488828898288,258.3705254462536,0
0.6834322498676915,0.11866264178849073,0.8290459096967396,0.5675766059352313,78.43438888779464,0
0.553621479516824,0.6673499787364745,0.3238058191550842,0.8148697537245304,57.57153693261287,0
0.35235626946595233,0.32224153197183136,0.11697936758857319,0.4731125215557709,109.5718755614928,0
0.15378570594381347,0.7293816904129607,0.4225984366784806,0.4430741656488165,8.847991759070865,0
0.46344226738528294,0.630024510146729,0.10790645581865044,0.957643898670113,233.22361017104996,0
0.6774911484129013,0.3585095065455117,0.47959222446529515,0.07288048110014078,24.423088313942344,0
0.5839734124984879,0.1472426461525712,0.34809746209352754,0.4286146510285499,64.42014681963983,0
0.3068887187315784,0.3168781265532129,0.6226344812966896,0.09539905810631732,63.47671578508436,0
0.5111417749497505,0.8179569972191587,0.7287104181315311,0.1123536230961304,79.72912992694343,0
0.4389333758453766,0.7740917616539319,0.37816708638741714,0.933696206815422,355.8068177560159,0
0.22418902330288348,0.8464804904862864,0.8794841797090803,0.8785156842249731,1088.8596181962705,0
0.7252617231526987,0.47987048629522777,0.08894684260658514,0.7597602201100938,28.866751637393822,0
0.35548160950061236,0.639619366711706,0.41761767886414536,0.12260383967133603,45.181570346703786,0
0.11987922582428101,0.8625403059525095,0.6433313263318788,0.8498038287021323,431.6127567592104,0
0.12688467007850324,0.15342962125134962,0.770162187580243,0.19051810509577394,9.972331894593824,0
0.37454,0.950714,0.731994,0.598658,437.2942775168421,0
0.608145,0.136893,0.454197,0.808606,14.795219327528725,0
0.224189,0.84648,0.879484,0.878516,1088.8581918803375,0
0.258008,0.925806,0.879484,0.957644,2047.0685348661082,0
0.274937,0.803879,0.952871,0.996928,2181.0684110226225,0
0.701628,0.298494,0.517804,0.511965,4.027140129324265,0
0.071846,0.99024,0.96578,0.979771,3624.9574088189884,0
0.0,1.0,1.0,1.0,4440.5225,0
0.0,0.9651620104080431,1.0,1.0,4331.556348520718,0
0.0,1.0,0.9826026850142228,1.0,4344.325834034645,0
0.0,1.0,1.0,1.0,4440.5224975093315,0
0.0,1.0,1.0,1.0,4440.522498290132,0
0.0,0.636414755030086,1.0,1.0,2759.7155098273342,0
0.0,1.0,1.0,1.0,4440.522499180627,0
0.0,1.0,1.0,1.0,4440.522499707642,0
0.0,1.0,1.0,1.0,4440.52250010313,0
0.0,1.0,1.0,1.0,4440.522500407884,0
0.0,1.0,1.0,1.0,4440.522500651237,0
0.0,1.0,1.0,1.0,4440.522500844316,1
0.6908061952177649,0.973022815036112,0.21460927649741363,0.7532785542773166,1121.9712772378252,2
0.7857854898403006,0.9378534017727803,0.5934287141052036,0.9410921464299307,1881.7252460031375,3
0.971857120131829,0.9793477539034474,0.5481380520615545,0.4986612508217176,1390.0711177604808,4
0.0,1.0,1.0,1.0,4440.522501170009,5
0.0,1.0,1.0,1.0,4440.522501312675,6
0.0,1.0,1.0,1.0,4440.522501429934,7
0.0,1.0,1.0,1.0,4440.522501530327,8
0.0,1.0,1.0,1.0,4440.522501614094,9
0.0,1.0,1.0,1.0,4440.52250168164,10
0.0,1.0,1.0,1.0,4440.522501742317,11
1.0,0.9715086751785157,0.24812282371952316,0.9478003927186345,1561.0732730706159,12
0.0,1.0,1.0,1.0,4440.522501838785,13
0.0,1.0,1.0,1.0,4440.522501883168,14
0.0,1.0,1.0,1.0,4440.522501923214,15
1.0,0.9231349675103736,0.7864159324233022,0.8314038176129396,1949.3635453916318,16
0.0,1.0,1.0,1.0,4440.522501997395,17
0.0,1.0,1.0,0.9699448846336844,4207.111131475928,18
0.0,1.0,1.0,1.0,4440.522502738077,19
0.0,1.0,1.0,1.0,4440.522502762108,20
