# threshold=0.001
# window=5
x0,x1,x2,x3,x4,y,convergence_iter
0.7281861047460138,0.1546925696237983,0.7325516687239811,0.6939965090690888,0.056401310518258585,-0.7142649478202404,0
0.24238434723790758,0.8440999723462298,0.5778090988182423,0.6790212842838805,0.5019528879463457,-1.2099552446764819,0
0.7295226100931684,0.7481062003003915,0.6797746408949024,0.3565522793389573,0.6710536834597941,-1.6721999396105658,0
0.770620241725545,0.11440374416322774,0.0467799318531783,0.6483242845395736,0.2735490526883131,-1.5360577085694833,0
0.6188122987341569,0.33180213718420826,0.18728786777392725,0.756238474019041,0.3288347983365967,-0.8292365522578722,0
0.7849580941321159,0.9106823491056887,0.7081201035127033,0.9592254289504146,0.004911495864404647,-1.2470489267904978,0
0.14511078573766278,0.8966845977360148,0.8963222346125226,0.7262715366744776,0.23627199091209328,-1.2337863805718483,0
0.9450690681186655,0.28845905059517574,0.9788057635601997,0.9616555869902994,0.5980159363909763,-1.6943434420704928,0
0.12572015503019873,0.8627246921598651,0.028544332231059788,0.24660527193052817,0.7512062409044311,-2.5711696316081234,0
0.7575943553544202,0.35583141491553005,0.01652289968556364,0.43420720498662724,0.1124330443582503,-1.309116352823696,0
0.5367969034860786,0.30878090723949325,0.41187928506492233,0.388225176718074,0.5225283039122706,-1.1447848512705794,0
0.9577396688833609,0.23566857232470817,0.09914584955722228,0.1568059338564619,0.07131737310621111,-1.9126771431925136,0
0.6293078953337721,0.803483678101385,0.8114084389735914,0.045613185779449616,0.11062446198967957,-1.622838951777173,0
0.021735307663796388,0.42808424031907244,0.8359394371193622,0.48948865944643416,0.511081734720247,-1.3566821093823407,0
0.4393442638884286,0.6989238329035616,0.4268202222118266,0.10947608505219697,0.8778884681100685,-2.018425399374782,0
0.2589055738489062,0.7936777082611537,0.6421139049230902,0.19667346401384578,0.593103176750458,-1.7025578405650035,0
0.4321659328846983,0.7156178127534056,0.3418191030223866,0.7049998807959096,0.6149618447218453,-1.2942469649550403,0
0.7828798232609253,0.5363358585071114,0.4432835567472584,0.8596998258165416,0.010325990675527863,-0.9357565553342914,0
0.9217761980413874,0.9318712161635005,0.41487636976457365,0.5950572655783101,0.7356256864317131,-2.1557677641786004,0
0.12667891706137568,0.29147030149847064,0.06452847667069161,0.6805146028541535,0.892819191058788,-1.7468820870493065,0
0.950533,0.022066,0.982521,0.086132,0.814387,-2.5452938659065287,0
0.035314,0.958363,0.652373,0.898668,0.361383,-1.3637210586633173,0
0.728186,0.154693,0.732552,0.693997,0.056401,-0.7148875967826019,0
0.097024,0.177365,0.70421,0.998443,0.01298,-0.9200194534923555,0
0.800599,0.033663,0.962069,0.962299,0.009327,-1.2942378799212513,0
0.728186,0.154693,0.732552,0.693997,0.056401,-0.7315844878483176,0
0.450527,0.380067,0.543016,0.810173,0.129016,-0.1709779486538347,0
0.429196,0.261639,0.536796,0.81513,0.041502,-0.32302752359922915,0
0.446483,0.441671,0.817639,0.863743,0.203564,-0.4170180060301857,0
0.43740130329076954,0.3877521882958768,0.5205304018191922,0.745172741917654,0.14588146719667275,-0.14627869391325055,0
0.3439474942741424,0.40062711713411997,0.5077069162067599,0.7520682692670039,0.15776930887056573,-0.1433755402229755,0
0.35023593881992804,0.4318015884665679,0.5264690120136427,0.7835110694534834,0.11262042084551498,-0.14952772800784864,0
0.39285136323671715,0.45289171618997215,0.5131950876286482,0.7510719050838547,0.15503899928308357,-0.13380014623274894,0
0.3493213759240493,0.4323604191226913,0.5708749957173985,0.7357610510472163,0.1427191489340424,-0.1438138069240944,0
0.39305116668999,0.4733860674479006,0.5258400505395591,0.7759920136076649,0.21157298138572364,-0.14967413000160956,0
0.3818085410415014,0.42733627162198956,0.5274556016123599,0.7707657567472475,0.14221036845807195,-0.13413583835430765,0
0.42480179782486116,0.46736985761988825,0.5137261954987443,0.6866983723140738,0.1451615466340987,-0.15097062535267947,0
0.3847412174698509,0.43318002423246044,0.5104817443467239,0.7627323471840302,0.20003149201678144,-0.13840900088339292,0
0.37379800877390185,0.41178243014143273,0.5723408341207458,0.7704832008102561,0.15954276336451392,-0.13855596635904766,0
0.4203468790643225,0.4223815936997517,0.6013557640610276,0.7490414707897232,0.16125528263215516,-0.14396944604821216,0
0.3604467824304134,0.4225459758562153,0.5316942083589348,0.7792043256186487,0.17913000033924723,-0.13689479748051236,0
0.39238188605866725,0.44342488291342497,0.5239323662751922,0.7622519110543691,0.17984394115004526,-0.13337634983168045,0
0.391466810495957,0.43715593478300313,0.543929560634743,0.7576547458514593,0.1882787741064197,-0.13377281965953802,0
0.42528940612732047,0.40553240169192556,0.5490574794111811,0.718335524488191,0.14370769314087867,-0.13861385098862256,0
0.3805699708386886,0.43260969060008125,0.5372597813267725,0.7382004089908901,0.1986087520474964,-0.13745217287101297,0
0.36483829775402254,0.4398079377460301,0.47447546509307187,0.6448194050197966,0.1268343787992387,-0.17722948337445454,0
0.39702352302416377,0.40776966119679947,0.4761865740665068,0.5803005885720125,0.15731328252576626,-0.22587182166540032,0
0.3813051186484716,0.45287352793387176,0.5528634411999688,0.7805997390265762,0.1751882713557952,-0.13685810752264005,0
0.3794010934971119,0.47236594310061275,0.5187896838752045,0.7747067178643036,0.15504586360946468,-0.13918803673814595,0
0.45088658684517546,0.3606400926057184,0.4527067798021819,0.8615537827792171,0.5199051460638404,-0.5973926455845695,0
0.4920282860670064,0.41180079137921405,0.5302345461806085,0.7386861548293394,0.5234540401825005,-0.6247888814374352,0
0.4158926771831008,0.5071648696273249,0.6643697774391975,0.6231838501588225,0.10797165937495014,-0.24233547648455733,0
0.38175067176936944,0.4514652179148644,0.5101415718639505,0.7717665620243845,0.1503344111807161,-0.13598195623956988,0
0.4329920786434718,0.5202855504321375,0.5004152663527224,0.5974987379122857,0.1185011829069229,-0.22834421340450217,0
0.20776943986465535,0.39116418200228387,0.45351262447213886,0.5019257392229313,0.4754259221554269,-0.839246089294732,0
0.40148754980242607,0.7397509418623742,0.27795755763985674,0.7768077738244057,0.12581851146269138,-0.6021882232163824,0
0.39777687893108055,0.4223478468058781,0.5208809568145122,0.5901210142144151,0.13400326968288945,-0.20316243310913973,0
0.42539739592700493,0.6864216920400579,0.5452414972926849,0.5658824822817725,0.10665303512544319,-0.422106261111205,0
0.5147806288224985,0.5935798757713141,0.5770884023930644,0.8278853111777187,0.459274002882863,-0.6230809899506637,0
