# threshold=0.001
# window=5
x0,x1,x2,y,convergence_iter
0.1715252068810621,0.3439168702758373,0.2487372010692387,-0.11212220046256897,0
0.2421144606124933,0.6440742697791076,0.27243280919945523,-0.08796286022736445,0
0.5349057202251034,0.39850091536763166,0.17338872894567725,-0.111414654295324,0
0.49258141463713434,0.6115931882759961,0.3401763860035727,-0.034835313350078584,0
0.13462166632061112,0.2199172404897456,0.45820621964922703,-0.04800758439218157,0
0.3455232705197697,0.9413598305723256,0.2693634790694064,-0.11062091307282658,0
0.151836632374168,0.43999061896644376,0.990881866558951,-0.3989255131463011,0
0.6455028351793182,0.3971429395797703,0.9197713377032198,-0.11386851478863991,0
0.7469119451655177,0.28419630922573424,0.22629985488752546,-0.13146060864136055,0
0.17047699396968063,0.697032400686134,0.14916943370830027,-0.09418956091057398,0
0.2205493370831766,0.2978252442230862,0.34355534441672586,-0.04694740582651916,0
0.6660136587669346,0.6719851513369297,0.2462952966705313,-0.10596503573558178,0
0.046808949722497384,0.2313602407834674,0.7706175921643,-0.11804825644688696,0
0.6000972824185008,0.7251357252228826,0.06608864149534865,-0.036377828071632486,0
0.9659948489488087,0.8611196897300882,0.5668291312870885,-0.05675837155397648,0
0.511508,0.325146,0.379547,-0.036355304218460616,0
0.624245,0.12209,0.649638,-0.1325982373185318,0
0.103448,0.310345,0.655172,-0.10496959234635765,0
0.961652,0.050285,0.098238,-0.12059359269141365,0
0.997172,0.018252,0.743186,-0.19369732460525266,0
0.103448,0.103448,0.103448,-0.09900479519096553,0
0.021216,0.186651,0.953626,-0.25818607414915357,0
0.619828,0.685527,0.375978,-0.019024187137242517,0
0.41036,0.735796,0.39901,-0.017420547095341146,0
0.4259225077271768,0.8897400404227619,0.4549887455717288,-0.034018479699980286,0
0.4205475390400419,0.80078443020911,0.507471024416478,-0.04703339910145643,0
0.4181369497312063,0.8798250446922558,0.42313891448256935,-0.025042391574469303,0
0.3580211809955396,0.8492722319291113,0.3456119403418587,-0.03407785137654806,0
0.3753474561286933,0.633968627097609,0.4318690766541178,-0.029981344248891872,0
0.4382131763145801,0.8661051720911734,0.38811465099886966,-0.018936527799560787,0
0.377842784660612,0.6541742680542596,0.4740645262929355,-0.04171931197498879,0
0.38088341348709176,0.871826254652035,0.36305789087293433,-0.025441457247373123,0
0.4268636713523634,0.5860564264659428,0.4151175684200515,-0.02600638914448794,0
0.3375495069636473,0.6180890210522533,0.3902317347205651,-0.021044346405409753,0
0.3898322668258894,0.8470457121206454,0.40306033372577715,-0.019265796360141918,0
0.2711041851857182,0.6970525998678326,0.3775744774744887,-0.02052495878270455,0
0.48758167119639656,0.6818564028912849,0.36276070469255717,-0.025358657681654018,0
0.4073852401421683,0.8374074351698305,0.37840133092645245,-0.020140923552708134,0
0.5514301129049825,0.7525096838612078,0.41170012490333496,-0.02173709346525876,0
0.4295075613621978,0.7647327505913466,0.38919675236377804,-0.018250462932112077,0
0.5330377991920382,0.8686958254263587,0.39499294166827964,-0.01862987174530506,0
0.35414328075569856,0.627997870551551,0.40391283606869005,-0.021824938664073423,0
0.3153590627027637,0.7822122528786417,0.39479914209548506,-0.01788441512104466,0
0.4468089384056464,0.7317085458693217,0.384025824635437,-0.018897933479663065,0
0.534698406028956,0.7275439857160814,0.3949275203644465,-0.017978899434738738,0
0.4207933131563854,0.7695194851259586,0.40405802819948916,-0.01904206251217011,0
0.49739539741176525,0.801647566427252,0.39739207246567687,-0.017937347602446918,0
0.4715484030598271,0.7652033964893123,0.39220755218154196,-0.01819277270852271,0
0.5576494823937259,0.7938025008702196,0.38946925468194316,-0.018066654786547787,0
0.6590882187925474,0.7657118535243203,0.386432299575229,-0.018057853828210124,0
0.7885465696128177,0.742471248167658,0.38504044562676115,-0.018096599423784943,0
0.7048876313297764,0.7735823020129394,0.39043312083500464,-0.017856986273186326,1
0.8595893518493035,0.8135933718269386,0.38877762816418043,-0.017796356653526413,2
0.7699652863772387,0.774407033114058,0.39094473516026396,-0.017774266249686477,3
