# threshold=0.001
# window=5
x0,x1,x2,x3,x4,y,convergence_iter
0.7281861047460138,0.1546925696237983,0.7325516687239811,0.6939965090690888,0.056401310518258585,-0.7142649478202404,0
0.24238434723790758,0.8440999723462298,0.5778090988182423,0.6790212842838805,0.5019528879463457,-1.2099552446764819,0
0.7295226100931684,0.7481062003003915,0.6797746408949024,0.3565522793389573,0.6710536834597941,-1.6721999396105658,0
0.770620241725545,0.11440374416322774,0.0467799318531783,0.6483242845395736,0.2735490526883131,-1.5360577085694833,0
0.6188122987341569,0.33180213718420826,0.18728786777392725,0.756238474019041,0.3288347983365967,-0.8292365522578722,0
0.7849580941321159,0.9106823491056887,0.7081201035127033,0.9592254289504146,0.004911495864404647,-1.2470489267904978,0
0.14511078573766278,0.8966845977360148,0.8963222346125226,0.7262715366744776,0.23627199091209328,-1.2337863805718483,0
0.9450690681186655,0.28845905059517574,0.9788057635601997,0.9616555869902994,0.5980159363909763,-1.6943434420704928,0
0.12572015503019873,0.8627246921598651,0.028544332231059788,0.24660527193052817,0.7512062409044311,-2.5711696316081234,0
0.7575943553544202,0.35583141491553005,0.01652289968556364,0.43420720498662724,0.1124330443582503,-1.309116352823696,0
0.5367969034860786,0.30878090723949325,0.41187928506492233,0.388225176718074,0.5225283039122706,-1.1447848512705794,0
0.9577396688833609,0.23566857232470817,0.09914584955722228,0.1568059338564619,0.07131737310621111,-1.9126771431925136,0
0.6293078953337721,0.803483678101385,0.8114084389735914,0.045613185779449616,0.11062446198967957,-1.622838951777173,0
0.021735307663796388,0.42808424031907244,0.8359394371193622,0.48948865944643416,0.511081734720247,-1.3566821093823407,0
0.4393442638884286,0.6989238329035616,0.4268202222118266,0.10947608505219697,0.8778884681100685,-2.018425399374782,0
0.2589055738489062,0.7936777082611537,0.6421139049230902,0.19667346401384578,0.593103176750458,-1.7025578405650035,0
0.4321659328846983,0.7156178127534056,0.3418191030223866,0.7049998807959096,0.6149618447218453,-1.2942469649550403,0
0.7828798232609253,0.5363358585071114,0.4432835567472584,0.8596998258165416,0.010325990675527863,-0.9357565553342914,0
0.9217761980413874,0.9318712161635005,0.41487636976457365,0.5950572655783101,0.7356256864317131,-2.1557677641786004,0
0.12667891706137568,0.29147030149847064,0.06452847667069161,0.6805146028541535,0.892819191058788,-1.7468820870493065,0
0.950533,0.022066,0.982521,0.086132,0.814387,-2.5452938659065287,0
0.035314,0.958363,0.652373,0.898668,0.361383,-1.3637210586633173,0
0.728186,0.154693,0.732552,0.693997,0.056401,-0.7148875967826019,0
0.097024,0.177365,0.70421,0.998443,0.01298,-0.9200194534923555,0
0.800599,0.033663,0.962069,0.962299,0.009327,-1.2942378799212513,0
0.728186,0.154693,0.732552,0.693997,0.056401,-0.7315844878483176,0
0.450527,0.380067,0.543016,0.810173,0.129016,-0.1709779486538347,0
0.4681226657221244,0.24610415018062085,0.5579050227652225,0.7041471726053881,0.017221484363304937,-0.14242813242729868,0
0.4475621399016765,0.2144917605987714,0.5385922712449724,0.7417776446486731,0.02196181632970011,-0.13548521055995355,0
0.4297033349310428,0.30464239269968024,0.46089219841940887,0.7909845671491056,0.03703004327607942,-0.13982446107189506,0
0.4326831530628667,0.2305280094080009,0.49786421360627786,0.7632348780250007,0.022550771626148852,-0.13281689952142872,0
0.45140474367965394,0.2362461203219761,0.49535726702072547,0.7925736591287317,0.0,-0.13517968826043836,0
0.4241584969209556,0.26156635480734486,0.6450449035520374,0.808554835860676,0.1397734315193662,-0.15113154780754035,0
0.4326435435344445,0.28714114653442313,0.5363879749740662,0.8011777580616499,0.0,-0.13938207480267018,0
0.4649796003682,0.2607498802530085,0.4769171199050784,0.8549254276263274,0.03865550409853323,-0.14177103095999033,0
0.4144435453307425,0.20480950606468823,0.34052222945161825,0.8204212537522731,0.01908048928947112,-0.1544993459283739,0
0.4221716511369878,0.1665176612789684,0.5303811671470167,0.5830042089297547,0.0,-0.17007515147041175,0
0.43485626185054677,0.23486237200246923,0.4676356616623382,0.7830280457967175,0.0,-0.13385070028139046,0
0.40449326985421813,0.2650181049575575,0.42852515445711514,0.93677165958518,0.10256384482282044,-0.15382882731498548,0
0.4313680275305329,0.2605959079112206,0.5265706936229179,0.7738757883135164,0.06477663255806063,-0.1338337475038368,0
0.42131028252106245,0.23528523105832752,0.5125256653192832,0.7769784407610403,0.05196278825420135,-0.1345418748436078,0
0.4224595262350771,0.26454892859484747,0.4604108501141244,0.7931071165410393,0.0,-0.13593804843925605,0
0.4323208669664935,0.25421788524301214,0.4924782070072144,0.827928902310789,0.0,-0.1360810390096252,0
0.44333325255264056,0.23284728722410963,0.5445436927339843,0.7769569866826352,0.0,-0.13571343344115505,0
0.44603199055245535,0.2697251929813673,0.4923426391332969,0.7486736789969101,0.0,-0.13591173137189205,0
0.43418930123236693,0.28458218487423964,0.5223296596568385,0.8360229370829321,0.07304026934275663,-0.13293995497503697,0
0.4497423178727886,0.26190744604901517,0.4776870863191645,0.8016447601947262,0.0,-0.13497730553494336,0
0.42919552918940007,0.26163930636576244,0.5367964522622439,0.8151298786967476,0.04150230726912724,-0.13231182120652885,0
0.42208169582335625,0.317637467509413,0.6200973706885939,0.9251482733837127,0.16847675902796302,-0.15596870750067515,0
0.436702219899411,0.2711836007945912,0.5451532853969026,0.7509331185612952,0.028391290072505862,-0.13480201658220425,0
0.4393740725484462,0.24276458728936795,0.5428824588305415,0.8181076975938574,0.03552962020661866,-0.1336907660502833,0
0.4493036319018425,0.3833241900425429,0.3861412110769683,1.0,0.0824828838647177,-0.182448006236954,0
0.41866547652113123,0.11730470991817665,0.5308661277778471,0.8023715634043548,0.08858718126316878,-0.1847769881796243,0
0.4163241826098731,0.24136311828304371,0.5185349612081795,0.7865396237367874,0.06837537177402271,-0.13630454893288968,0
0.4289161834445511,0.2976124059984928,0.5182733365005526,0.7949290523044855,0.03730408851240744,-0.1357626876304241,0
0.4220425534517824,0.2841725221806879,0.5483925067748894,0.8558827975241923,0.042449579215457445,-0.13756467746605416,0
0.4295936193717397,0.2732658219837001,0.5073340702179355,0.7902439499718631,0.05942372601986598,-0.13338725762309966,0
